index,label
6554,1.0
8768,1.0
1283,0.0
8996,1.0
3783,1.0
3843,0.0
4006,1.0
9918,1.0
10669,0.0
7963,1.0
3406,0.0
229,0.0
5331,1.0
10178,1.0
1397,1.0
3462,0.0
6866,1.0
9885,1.0
3427,1.0
5650,1.0
10844,0.0
6672,0.0
2720,1.0
7977,1.0
6133,1.0
8461,0.0
7497,0.0
9049,1.0
9277,1.0
5023,0.0
943,0.0
4367,0.0
9370,0.0
7700,0.0
3801,1.0
4068,1.0
1025,0.0
1897,0.0
8230,1.0
4558,1.0
8600,1.0
3719,1.0
1653,1.0
10680,0.0
6312,0.0
2501,1.0
2405,1.0
485,0.0
8711,1.0
6177,1.0
10004,1.0
3600,1.0
9667,0.0
2588,1.0
9214,1.0
5349,0.0
1733,1.0
6585,0.0
1187,0.0
3422,0.0
8534,0.0
2087,0.0
5699,1.0
10871,1.0
8657,0.0
10354,1.0
9545,1.0
9800,1.0
3602,0.0
1983,1.0
2589,1.0
9303,1.0
10500,0.0
7375,0.0
2854,0.0
5045,1.0
1197,0.0
3460,0.0
951,1.0
8120,1.0
7365,1.0
1272,0.0
4371,1.0
2382,0.0
1458,1.0
3646,0.0
6080,0.0
9843,0.0
3299,0.0
2125,1.0
5363,1.0
3817,0.0
6001,0.0
4925,1.0
1128,1.0
6302,1.0
4754,1.0
6274,0.0
6952,1.0
7613,1.0
6260,0.0
6216,0.0
4897,0.0
5037,1.0
9609,0.0
4911,1.0
5427,1.0
6047,1.0
2908,1.0
10779,1.0
6986,1.0
1535,0.0
1530,1.0
2256,1.0
709,0.0
2540,1.0
7647,1.0
10510,1.0
9308,0.0
1351,0.0
1562,1.0
417,1.0
10874,1.0
10708,1.0
4101,0.0
6976,1.0
3616,0.0
8031,0.0
9658,1.0
7685,1.0
7257,0.0
2294,1.0
841,1.0
6495,1.0
5500,1.0
5586,0.0
3969,0.0
9541,0.0
5544,1.0
803,1.0
721,1.0
9864,0.0
9723,1.0
10446,1.0
7392,1.0
1048,0.0
6231,1.0
6655,1.0
10981,1.0
7655,1.0
5787,1.0
9712,0.0
5404,1.0
9127,1.0
329,0.0
678,1.0
2401,1.0
6683,0.0
1200,0.0
603,1.0
5352,0.0
7618,1.0
6855,0.0
4959,0.0
3053,1.0
2883,0.0
7348,1.0
8612,0.0
9865,0.0
10699,0.0
4641,1.0
6717,1.0
5921,0.0
6347,0.0
4276,0.0
1532,1.0
3547,1.0
10372,0.0
7170,1.0
4488,0.0
1531,0.0
10810,1.0
5784,0.0
9045,1.0
6919,0.0
8831,1.0
5676,1.0
7955,0.0
3380,1.0
7098,0.0
6939,1.0
1874,1.0
4935,1.0
2184,0.0
7639,1.0
10748,1.0
8574,1.0
9563,1.0
6766,0.0
1680,1.0
1463,0.0
1942,1.0
5482,0.0
1843,0.0
3789,1.0
2394,0.0
8019,1.0
7455,1.0
7339,0.0
3023,0.0
3847,0.0
3863,1.0
7479,1.0
10660,0.0
720,1.0
5263,0.0
3120,0.0
9022,0.0
4255,1.0
7661,0.0
1106,1.0
6888,1.0
2886,0.0
10824,0.0
4305,1.0
4012,1.0
6280,1.0
3417,1.0
9412,1.0
5010,0.0
5546,1.0
1956,0.0
120,1.0
8800,0.0
563,0.0
3857,1.0
4732,1.0
10955,1.0
3341,1.0
8605,1.0
893,1.0
1967,1.0
9276,1.0
5851,0.0
6586,0.0
5808,0.0
5701,0.0
484,1.0
4195,0.0
5716,1.0
8818,1.0
5223,0.0
228,0.0
4337,1.0
4004,1.0
10778,0.0
8421,1.0
10672,1.0
399,1.0
10677,0.0
3782,0.0
1685,0.0
3491,1.0
9145,0.0
2186,0.0
3870,0.0
7585,1.0
6687,0.0
4165,1.0
7597,1.0
127,0.0
8114,0.0
1651,0.0
6324,1.0
1198,1.0
7683,0.0
10538,1.0
10888,0.0
137,0.0
3056,1.0
432,1.0
947,1.0
7510,1.0
5514,1.0
6670,0.0
4340,0.0
259,1.0
4003,1.0
711,0.0
10225,1.0
1089,0.0
2149,0.0
8674,1.0
5669,0.0
848,1.0
10674,1.0
2502,1.0
8117,0.0
2338,1.0
5828,0.0
10757,0.0
3658,1.0
3439,1.0
1296,1.0
7214,0.0
7811,1.0
9655,0.0
1049,1.0
6372,0.0
7791,0.0
1352,0.0
7,1.0
3413,0.0
7542,0.0
9023,1.0
9809,0.0
9567,1.0
3429,0.0
1014,1.0
7985,1.0
7125,1.0
6247,0.0
2014,1.0
2548,0.0
10941,0.0
10088,1.0
7799,0.0
8642,1.0
83,1.0
3691,0.0
4204,1.0
2714,1.0
8134,0.0
9102,0.0
2283,0.0
7944,1.0
9221,0.0
996,0.0
5639,0.0
5465,0.0
7320,0.0
6278,1.0
1119,0.0
6042,0.0
2300,0.0
10313,1.0
6036,1.0
7735,1.0
6859,0.0
4168,1.0
4536,1.0
3738,1.0
9591,0.0
10042,0.0
8747,0.0
6206,1.0
4730,0.0
2111,1.0
6558,0.0
4282,1.0
7020,0.0
2163,1.0
42,0.0
244,0.0
2621,0.0
4026,0.0
10649,1.0
1929,0.0
9817,0.0
8641,1.0
9494,1.0
1354,1.0
2006,0.0
4866,0.0
1151,0.0
1629,1.0
9741,0.0
1599,1.0
3369,0.0
2979,1.0
5741,1.0
6223,1.0
8382,0.0
5417,1.0
6055,0.0
4694,1.0
2837,1.0
4715,0.0
3515,1.0
8528,1.0
5809,1.0
569,1.0
9309,1.0
1737,1.0
4202,0.0
1024,1.0
4735,1.0
203,1.0
9755,0.0
6721,1.0
6244,0.0
1645,0.0
580,1.0
9147,0.0
9180,1.0
4112,1.0
1854,1.0
9553,1.0
195,1.0
3272,0.0
9908,0.0
5763,1.0
3891,0.0
7596,1.0
8407,0.0
1572,1.0
7280,0.0
10269,1.0
847,1.0
8842,1.0
10410,1.0
10036,0.0
9501,1.0
7156,1.0
3771,0.0
5646,0.0
6111,1.0
9912,1.0
231,1.0
3761,0.0
1280,0.0
1915,0.0
9079,0.0
5584,1.0
10549,1.0
2277,0.0
5960,1.0
7834,1.0
3576,1.0
4018,1.0
3729,1.0
2211,0.0
2233,0.0
1581,1.0
1595,0.0
9618,1.0
451,0.0
438,0.0
2721,0.0
2990,1.0
7338,0.0
10139,0.0
1165,1.0
2029,1.0
8285,0.0
7741,0.0
6303,1.0
8998,0.0
6641,0.0
7572,0.0
10637,0.0
2208,0.0
509,1.0
4796,1.0
8183,0.0
7247,0.0
6426,0.0
7149,1.0
9178,0.0
23,0.0
629,1.0
3051,1.0
5717,0.0
4533,0.0
10298,0.0
7402,0.0
814,0.0
638,0.0
8914,0.0
998,0.0
1230,1.0
7210,1.0
2985,0.0
8260,0.0
9008,1.0
8575,1.0
10006,0.0
10423,0.0
9493,1.0
3981,0.0
3200,0.0
5989,1.0
7074,0.0
1516,0.0
10270,0.0
790,1.0
1461,0.0
6654,0.0
5539,0.0
5215,1.0
1331,0.0
2289,0.0
9335,0.0
1038,0.0
7237,1.0
904,0.0
2083,0.0
8173,0.0
5149,0.0
2764,1.0
4463,0.0
3933,0.0
3577,1.0
7663,1.0
3489,1.0
949,0.0
4982,1.0
10427,1.0
2143,0.0
7358,1.0
333,1.0
8717,1.0
9706,1.0
3035,1.0
4731,0.0
400,0.0
8611,0.0
10511,0.0
4125,1.0
366,0.0
4338,1.0
10614,0.0
2915,0.0
5726,0.0
5684,1.0
7631,0.0
1809,0.0
7464,0.0
1479,0.0
7322,0.0
1845,1.0
4861,0.0
6946,0.0
6975,0.0
1099,1.0
2183,1.0
7534,0.0
794,0.0
6487,1.0
1243,1.0
5631,1.0
6642,1.0
4178,1.0
1031,0.0
668,0.0
9224,1.0
3230,1.0
3536,0.0
2630,1.0
9464,1.0
6480,0.0
7675,0.0
9753,1.0
4877,0.0
6863,1.0
8133,0.0
9172,1.0
6776,1.0
8365,1.0
8093,1.0
8959,0.0
8249,0.0
6409,0.0
8659,1.0
4811,1.0
10750,1.0
5837,1.0
1861,0.0
10407,0.0
1907,0.0
7369,0.0
5762,0.0
1906,1.0
10462,1.0
2931,1.0
6477,0.0
1336,1.0
7906,0.0
8636,0.0
6431,0.0
3312,1.0
1869,1.0
9187,0.0
1235,0.0
9010,1.0
3359,0.0
1949,1.0
10882,1.0
2493,0.0
525,1.0
4820,0.0
9458,0.0
4698,1.0
3501,0.0
1584,1.0
9433,1.0
3183,0.0
8426,1.0
1770,0.0
5315,1.0
6631,0.0
863,1.0
9259,0.0
5928,1.0
7449,0.0
1905,1.0
11001,0.0
10440,1.0
8864,1.0
8294,1.0
8773,0.0
8626,0.0
1241,0.0
10058,1.0
2923,1.0
9862,1.0
10258,0.0
7223,1.0
489,0.0
8458,1.0
4789,0.0
9415,1.0
6681,0.0
5887,0.0
6320,0.0
10910,1.0
3839,0.0
487,0.0
10533,0.0
115,0.0
8522,0.0
6884,1.0
7561,1.0
2927,0.0
1852,0.0
3319,1.0
10665,0.0
8897,1.0
3316,0.0
6198,1.0
2711,0.0
6085,1.0
10666,0.0
3787,0.0
3765,0.0
10086,0.0
1781,1.0
5535,0.0
8148,1.0
7487,1.0
3019,0.0
3191,1.0
9815,0.0
6892,0.0
3920,1.0
635,0.0
3481,0.0
5680,0.0
3860,1.0
1131,0.0
7500,1.0
10922,1.0
8762,1.0
5852,1.0
8867,1.0
5600,0.0
3267,1.0
8920,0.0
4311,0.0
10168,1.0
1072,1.0
3974,1.0
8257,1.0
8786,1.0
3713,0.0
917,0.0
5473,1.0
354,1.0
2964,0.0
10629,0.0
9789,1.0
4303,1.0
5017,0.0
202,0.0
5564,0.0
6100,0.0
10486,1.0
260,1.0
2178,0.0
1607,0.0
3441,0.0
3323,0.0
2724,0.0
2604,0.0
4527,1.0
7285,0.0
5621,1.0
4078,0.0
4060,1.0
55,1.0
9931,1.0
1508,1.0
4448,1.0
2595,1.0
1153,0.0
5433,0.0
2042,1.0
3153,1.0
8105,0.0
4831,1.0
7255,0.0
9940,0.0
9924,0.0
7199,1.0
5804,0.0
3910,0.0
384,1.0
9343,1.0
5769,1.0
5484,1.0
9748,0.0
8111,0.0
10107,1.0
6241,1.0
10218,0.0
4639,0.0
5054,1.0
6775,0.0
6375,0.0
3393,0.0
6032,1.0
7345,0.0
9439,0.0
5166,1.0
2343,1.0
10040,0.0
701,1.0
5347,1.0
6448,0.0
999,0.0
5958,0.0
5836,0.0
3882,1.0
3032,1.0
7943,1.0
1866,1.0
8155,1.0
6885,0.0
881,0.0
