index,label
2435,1.0
8054,0.0
13918,1.0
15988,0.0
3944,1.0
12663,1.0
14063,1.0
1698,1.0
6680,1.0
235,1.0
6487,0.0
4623,1.0
2912,0.0
5480,0.0
7375,1.0
3128,1.0
402,1.0
3089,1.0
3513,0.0
2476,1.0
13994,0.0
6811,0.0
6192,1.0
6524,0.0
3516,0.0
8505,1.0
9812,1.0
6409,0.0
13664,1.0
2809,0.0
6117,0.0
3047,0.0
567,0.0
4019,0.0
10555,0.0
8165,1.0
12451,1.0
1551,1.0
11902,0.0
3313,1.0
366,0.0
11671,1.0
3905,1.0
12161,1.0
13804,1.0
4884,1.0
888,1.0
907,1.0
4724,0.0
8236,1.0
10680,0.0
14980,0.0
4142,0.0
7543,1.0
1596,1.0
4032,1.0
13910,1.0
13587,1.0
9372,0.0
5229,1.0
455,1.0
15707,1.0
14455,0.0
9147,1.0
4097,1.0
2123,1.0
11819,0.0
4656,1.0
919,1.0
4858,0.0
7430,0.0
7909,0.0
1994,0.0
14650,1.0
5019,0.0
12920,0.0
13338,1.0
13948,1.0
4084,0.0
5382,0.0
515,1.0
498,1.0
154,0.0
2738,1.0
13551,0.0
13768,1.0
6187,1.0
6598,0.0
4267,0.0
712,1.0
7,0.0
15304,0.0
2611,1.0
9754,0.0
10491,1.0
12186,1.0
15041,1.0
11487,1.0
905,1.0
4048,1.0
5901,0.0
12307,1.0
1379,1.0
4969,0.0
15007,0.0
5109,1.0
174,1.0
899,1.0
2697,0.0
5787,1.0
1989,1.0
2106,0.0
11573,0.0
6066,0.0
10032,1.0
6094,1.0
559,1.0
2886,0.0
3333,1.0
1690,0.0
14732,0.0
15860,1.0
14559,0.0
2080,0.0
11290,1.0
5716,1.0
5607,1.0
10411,0.0
4603,1.0
2953,1.0
14326,1.0
6449,1.0
6096,1.0
4045,1.0
893,1.0
4114,1.0
7837,1.0
10402,0.0
7255,1.0
4545,1.0
2170,0.0
9198,0.0
4004,1.0
2638,0.0
11133,1.0
3800,0.0
8149,0.0
4504,1.0
1040,1.0
13563,0.0
4085,0.0
8699,1.0
1091,1.0
5621,1.0
9742,0.0
7617,1.0
9016,0.0
8079,0.0
10124,1.0
3935,1.0
8822,1.0
8092,1.0
617,1.0
3776,1.0
2319,0.0
15598,1.0
7727,1.0
9844,1.0
9554,0.0
4411,0.0
9568,0.0
226,0.0
