index,age,education-num,capital-gain,capital-loss,hours-per-week,isWhite,native-country-United-States,marital-status-Married,isMale
28467,0.8370842250528422,-1.9748015588142869,0.24472392750470684,-0.21665968310826073,-0.03542944763900102,1,1,1,1
10019,-1.2889154432040812,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
18345,0.32391189133565373,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
1167,3.6228768938032934,1.9121518914101778,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
24855,0.4705325581119933,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,0,1,0,0
29343,-1.362225776592251,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0,0
27810,-0.6291224427105533,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
5449,-1.2889154432040812,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0,0
12887,-0.40919144254604395,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,1.7462907105166725,1,1,1,1
11782,-0.8490534428750626,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.5213531271360029,1,1,0,0
20821,0.8370842250528422,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,2.799125349426843,1,1,0,0
24924,1.7168082257108794,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
11611,0.6171532248883328,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1,1
5327,-0.8490534428750626,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
1804,0.8370842250528422,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.19740400747133496,1,1,0,1
22459,0.6904635582765026,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,0,1
27986,0.9837048918291817,-2.75219224885918,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
25327,-0.5558121093223836,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,3.6089981485885128,1,1,0,1
31205,0.9103945584410119,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,1,1
20967,-1.4355361099804207,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
18234,-0.11595010899336489,0.3573705113203919,1.888371539203859,-0.21665968310826073,0.7744433515226687,1,1,1,1
31731,1.57018755893454,2.3008472364326242,-0.14591149219642616,-0.21665968310826073,1.1793797511035036,1,1,1,1
7003,1.6434978923227097,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
1866,-0.18926044238153467,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.6124687916903347,1,1,0,0
6981,0.3972222247238235,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
13044,-1.1422947764277418,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0,0
13558,-0.9956741096514021,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.19740400747133496,1,1,0,0
4885,-0.3358811091578742,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0,0
24060,1.1303255586055212,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,1,0
20568,-0.9223637762632324,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
