index,age,education-num,capital-gain,capital-loss,hours-per-week,native-country-United-States,marital-status-Married,isMale
25210,0.25060155794748395,1.9121518914101778,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,0,1
801,2.156670226039898,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,0,1
3848,-0.042639775605195114,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,0,0
26549,-0.5558121093223836,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0
19255,-0.6291224427105533,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,1
17681,0.7637738916646724,-0.42002017872450104,-0.14591149219642616,3.932572553678002,0.28851967202566686,1,1,1
14952,1.2769462253818609,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.6833276869683368,1,0,0
11284,0.4705325581119933,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,2.5561635096783424,0,1,1
8257,-0.26257077576970445,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.9364179113550026,1,1,1
5502,-1.2889154432040812,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,1
23241,-1.362225776592251,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.6124687916903347,1,0,1
14019,0.25060155794748395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.0072768066330047,1,0,1
7003,1.6434978923227097,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0
14588,0.25060155794748395,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1
8665,-0.702432776098723,-0.42002017872450104,0.5552012298876178,-0.21665968310826073,-0.03542944763900102,1,1,1
20167,1.57018755893454,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
19696,-1.0689844430395719,-0.031324833702054584,0.18000166385925048,-0.21665968310826073,-0.03542944763900102,1,1,1
19491,2.7431528931452562,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,1
28950,-0.5558121093223836,0.7460658563428383,-0.14591149219642616,4.101321233164525,-0.03542944763900102,1,1,0
280,0.25060155794748395,-0.031324833702054584,0.5552012298876178,-0.21665968310826073,-0.03542944763900102,1,1,1
23067,1.0570152252173515,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,0,0
26674,0.6171532248883328,-0.42002017872450104,1.7610934475161413,-0.21665968310826073,-0.19740400747133496,1,0,0
11495,-1.2156051098159115,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-2.46504784512401,1,0,1
1249,0.9103945584410119,1.5234565463877312,1.888371539203859,-0.21665968310826073,0.7744433515226687,1,1,1
31053,0.8370842250528422,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1
9762,0.32391189133565373,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,0,0
21045,-0.8490534428750626,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0
21969,-0.3358811091578742,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.116416727555168,1,0,0
17269,-1.0689844430395719,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,1
4606,-1.362225776592251,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,0,0
30500,-1.2889154432040812,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,0.12654511219333292,0,0,1
15674,-0.042639775605195114,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0
2442,-1.1422947764277418,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1
30638,0.6171532248883328,1.1347612013652848,0.8422539473109807,-0.21665968310826073,-0.03542944763900102,1,1,1
7360,0.1772912245593142,-0.8087155237469476,-0.14591149219642616,-0.21665968310826073,-2.46504784512401,1,1,0
19091,0.3972222247238235,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,0,0
1306,-0.9223637762632324,-2.75219224885918,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,0
18792,-0.26257077576970445,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
5098,0.5438428915001631,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
18852,-0.18926044238153467,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0
27026,-0.702432776098723,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,1
31603,0.9837048918291817,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
17753,0.9103945584410119,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
19248,0.10398089117114444,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
17388,0.25060155794748395,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1
4283,0.4705325581119933,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0
13207,-0.18926044238153467,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1
25691,0.03067055778297466,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.6833276869683368,1,0,0
1188,-0.8490534428750626,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,0,1
14707,-0.6291224427105533,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,0,0,0
4544,0.8370842250528422,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0
17366,0.6904635582765026,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
23112,-0.042639775605195114,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.19740400747133496,1,1,1
11623,0.7637738916646724,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
25827,1.203635891993691,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
29192,0.1772912245593142,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
11832,1.4235668921582003,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,4.742820067414851,1,0,1
19423,-0.40919144254604395,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,1.1793797511035036,1,0,0
14626,0.32391189133565373,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,1
25609,1.3502565587700306,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1
16524,0.3972222247238235,2.3008472364326242,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,1
16655,0.9103945584410119,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
7332,-1.2889154432040812,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,0,0
3587,2.596532226368917,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-2.3030732852916764,1,0,0
28060,0.9103945584410119,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
17712,-1.2889154432040812,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,0,0
1610,-0.18926044238153467,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0
27283,-0.8490534428750626,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,0,0
713,-0.18926044238153467,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,0,0,0
6210,0.1772912245593142,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0
23582,-0.5558121093223836,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
2469,0.8370842250528422,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
26053,0.32391189133565373,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,0,0
31608,0.6904635582765026,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1
9080,-0.7757431094868928,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1
19556,0.32391189133565373,0.3573705113203919,1.6887886592595018,-0.21665968310826073,-0.03542944763900102,1,0,0
23279,0.7637738916646724,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1
