index,label
5474,1.0
8983,1.0
8609,1.0
10963,1.0
320,0.0
3952,1.0
6430,1.0
2372,1.0
6996,1.0
9574,1.0
6391,0.0
7437,0.0
5981,1.0
10945,0.0
4157,1.0
6384,0.0
1470,1.0
3268,1.0
10061,1.0
3247,1.0
1894,1.0
91,1.0
1247,1.0
10059,1.0
9441,0.0
9529,0.0
4010,1.0
8629,1.0
8278,1.0
2381,1.0
7762,1.0
925,1.0
4127,0.0
10091,1.0
8477,1.0
5067,1.0
9883,1.0
4031,1.0
6864,0.0
6508,1.0
10062,1.0
10873,1.0
3370,1.0
3987,1.0
10838,1.0
462,1.0
10533,0.0
3838,1.0
5658,1.0
2320,1.0
9759,1.0
10006,0.0
6932,1.0
2410,1.0
4629,1.0
6392,1.0
4977,1.0
9617,1.0
9815,1.0
10281,1.0
10960,1.0
1655,1.0
8752,1.0
8970,1.0
334,0.0
2879,1.0
9283,1.0
7806,1.0
1276,1.0
4036,1.0
6604,1.0
3975,1.0
3411,1.0
8425,1.0
10364,0.0
1065,0.0
1486,1.0
10086,1.0
6462,0.0
2400,0.0
2720,1.0
9376,1.0
3935,1.0
510,1.0
8737,1.0
9499,1.0
5132,1.0
5266,1.0
6304,0.0
9560,0.0
215,1.0
1462,1.0
61,1.0
3134,1.0
10461,1.0
9008,1.0
1810,1.0
4914,0.0
3342,1.0
8380,1.0
7410,1.0
6921,1.0
9519,1.0
6066,1.0
1481,1.0
9704,1.0
8792,1.0
2922,1.0
6111,1.0
3841,1.0
9552,1.0
502,1.0
10657,1.0
4383,1.0
9238,1.0
9448,1.0
7196,1.0
1819,1.0
6228,1.0
3192,1.0
278,1.0
9181,1.0
3999,1.0
2376,0.0
3462,1.0
3738,0.0
10685,1.0
9415,1.0
9672,0.0
6256,1.0
2485,1.0
1300,1.0
3005,1.0
688,0.0
9840,1.0
6044,0.0
9707,1.0
10220,1.0
4525,1.0
2415,1.0
2913,0.0
3600,1.0
10786,1.0
6574,1.0
9483,0.0
2780,1.0
5953,1.0
4162,0.0
4792,0.0
7690,1.0
7311,1.0
1632,0.0
7144,0.0
6073,1.0
1428,1.0
3323,0.0
6875,0.0
3218,1.0
10181,0.0
4773,1.0
279,1.0
301,1.0
4517,1.0
6963,1.0
4396,1.0
5701,1.0
3836,1.0
8260,1.0
2871,0.0
874,1.0
850,1.0
5477,1.0
4478,0.0
2006,0.0
7534,1.0
7496,0.0
6297,1.0
10956,1.0
2140,1.0
10065,1.0
3766,1.0
3463,1.0
1553,1.0
3662,1.0
6735,1.0
227,1.0
1599,1.0
2969,1.0
7523,1.0
238,0.0
3597,1.0
3704,1.0
3316,0.0
5475,1.0
5431,1.0
9436,1.0
7289,0.0
5584,1.0
7444,1.0
6339,1.0
3041,1.0
4894,1.0
9592,1.0
10408,1.0
7003,1.0
5324,1.0
6491,1.0
4479,1.0
9634,1.0
156,1.0
7678,1.0
5575,1.0
10795,1.0
3745,1.0
10824,1.0
7661,0.0
7199,1.0
3601,1.0
8437,1.0
913,0.0
9823,1.0
93,1.0
7101,1.0
5289,1.0
2169,1.0
2536,0.0
10168,1.0
2488,1.0
6182,1.0
10607,1.0
2250,0.0
1924,0.0
10636,1.0
10429,1.0
7427,0.0
2800,1.0
2569,1.0
6636,1.0
7809,1.0
5037,0.0
4037,0.0
7543,0.0
10689,1.0
3761,1.0
2456,1.0
6027,0.0
1397,0.0
2573,1.0
7423,1.0
10261,1.0
10969,1.0
6075,0.0
8974,0.0
8129,0.0
1849,1.0
2170,0.0
691,1.0
909,1.0
8062,0.0
10139,1.0
5177,1.0
9439,1.0
6502,1.0
2343,1.0
7026,1.0
10522,1.0
9636,0.0
6793,1.0
3499,0.0
6216,1.0
2209,1.0
7503,1.0
9072,1.0
1169,1.0
9767,1.0
206,1.0
2972,1.0
5505,1.0
693,1.0
3122,1.0
1833,1.0
7807,0.0
7047,1.0
7547,1.0
7099,1.0
475,1.0
10670,1.0
8072,0.0
3790,1.0
2389,1.0
3627,1.0
9576,1.0
5049,1.0
5768,1.0
6402,1.0
3409,1.0
2076,0.0
1372,1.0
2133,1.0
6766,0.0
7454,1.0
6638,1.0
8360,0.0
8941,1.0
5939,1.0
9743,0.0
2045,1.0
1072,1.0
9517,1.0
4871,1.0
10563,1.0
10561,0.0
6587,0.0
3418,1.0
6268,1.0
4496,1.0
7559,1.0
5193,1.0
6802,1.0
7622,0.0
1000,0.0
2051,1.0
4328,0.0
5119,0.0
1005,1.0
10577,1.0
5113,1.0
895,1.0
2281,1.0
9044,1.0
4331,0.0
8104,1.0
10951,1.0
8835,1.0
2406,1.0
9789,1.0
7302,0.0
9491,1.0
3847,1.0
9955,1.0
478,0.0
2689,1.0
9070,1.0
6040,0.0
4835,0.0
8204,1.0
1093,1.0
5472,1.0
7185,1.0
4390,1.0
6248,1.0
4641,1.0
5713,1.0
9501,1.0
7351,1.0
131,0.0
4189,0.0
10936,1.0
1657,1.0
948,1.0
37,1.0
180,1.0
9920,1.0
5287,1.0
2498,1.0
4296,1.0
3425,0.0
3484,1.0
10966,1.0
1877,1.0
8312,1.0
8117,1.0
1601,1.0
3831,0.0
6292,1.0
8224,1.0
4780,1.0
1254,0.0
964,1.0
4495,1.0
6221,1.0
10590,1.0
3227,1.0
1244,1.0
8435,1.0
7868,1.0
1410,1.0
7613,1.0
2970,1.0
1830,0.0
1213,1.0
2176,1.0
8646,1.0
2069,1.0
5349,0.0
6393,1.0
2292,1.0
9695,1.0
3423,1.0
2976,1.0
6032,0.0
4039,1.0
9810,0.0
6459,1.0
8814,1.0
10219,0.0
6478,1.0
7422,1.0
5850,1.0
372,1.0
3564,1.0
10899,1.0
9773,1.0
9413,0.0
7362,0.0
1030,1.0
4866,1.0
1043,1.0
8453,1.0
5614,0.0
1983,1.0
3284,0.0
8843,1.0
6967,1.0
5590,1.0
4476,0.0
4721,1.0
7563,1.0
6071,1.0
2477,1.0
5380,0.0
6583,1.0
7180,1.0
10010,0.0
5557,1.0
8568,1.0
2956,1.0
1171,1.0
3626,1.0
10579,1.0
6803,1.0
4357,1.0
4255,1.0
6828,1.0
3178,0.0
10300,1.0
4464,1.0
2591,1.0
3706,1.0
1082,0.0
