index,age,two_year_recid,priors_count,length_of_stay,isMale,isCaucasian,c_charge_degree_F
5474,-0.5570322215177672,0,0.15885351778289533,-0.31316573137137915,1,0,1
8983,1.744573925679347,0,-0.6843577587219684,-0.31316573137137915,0,1,0
8609,-0.8127662378730022,0,-0.2627521204695365,-0.31316573137137915,1,0,1
10963,0.6363931881399958,0,0.36965633690911126,0.35073784655208756,1,1,1
320,0.29541449966634925,0,2.4776845281712703,-0.29174948692223507,1,0,1
3952,0.2101698275479376,0,-0.6843577587219684,-0.31316573137137915,1,1,0
6430,1.3183505650872889,0,-0.6843577587219684,-0.31316573137137915,1,0,0
2372,0.9773718766136423,0,-0.6843577587219684,-0.31316573137137915,1,0,1
6996,-1.1537449263466486,1,-0.6843577587219684,-0.31316573137137915,0,0,0
9574,0.3806591717847609,0,1.2128676134139749,-0.31316573137137915,1,0,1
6391,-0.8980109099914138,1,-0.2627521204695365,0.7362302466366812,1,0,0
7437,-0.4717875493993556,1,3.53169862380235,0.8861439577806899,0,1,1
5981,0.8068825323768191,1,-0.4735549395957524,-0.18466826467651465,0,1,0
10945,-1.1537449263466486,1,-0.6843577587219684,-0.29174948692223507,1,0,1
4157,-1.0685002542282371,1,-0.6843577587219684,-0.31316573137137915,1,0,1
6384,-1.1537449263466486,1,0.5804591560353272,-0.31316573137137915,1,0,1
1470,1.6593292535609356,1,0.15885351778289533,1.3573013356618597,1,0,0
3268,-0.8127662378730022,1,0.36965633690911126,-0.31316573137137915,1,1,0
10061,-0.045564188807297346,0,-0.6843577587219684,-0.29174948692223507,1,0,1
3247,-0.045564188807297346,0,-0.4735549395957524,-0.270333242473091,1,1,1
1894,-0.6422768936361789,1,-0.6843577587219684,-0.270333242473091,1,0,0
91,0.29541449966634925,1,0.15885351778289533,-0.29174948692223507,1,1,0
1247,-0.9832555821098254,0,-0.4735549395957524,-0.29174948692223507,0,0,1
10059,0.7216378602584075,0,0.5804591560353272,-0.31316573137137915,0,0,1
9441,-0.13080886092570898,1,0.36965633690911126,-0.29174948692223507,1,0,0
9529,0.039680483311114303,1,0.5804591560353272,-0.31316573137137915,1,0,1
4010,-1.2389895984650603,0,-0.6843577587219684,-0.31316573137137915,1,0,1
8629,0.29541449966634925,0,-0.4735549395957524,-0.31316573137137915,1,0,1
8278,1.574084581442524,1,-0.05194930134332058,-0.20608450912565873,1,0,1
2381,1.1478612208504657,1,-0.4735549395957524,2.385281069220776,1,0,1
7762,-0.6422768936361789,1,-0.4735549395957524,0.2864891132046553,1,1,0
925,0.2101698275479376,0,-0.2627521204695365,-0.29174948692223507,1,1,0
4127,-1.324234270583472,1,-0.6843577587219684,-0.29174948692223507,0,0,0
10091,-0.5570322215177672,1,0.36965633690911126,3.327595824983116,1,0,1
8477,-0.8127662378730022,0,-0.2627521204695365,-0.29174948692223507,1,0,1
5067,-0.8980109099914138,1,-0.2627521204695365,-0.29174948692223507,0,0,1
9883,-0.4717875493993556,1,0.7912619751615431,-0.29174948692223507,1,0,1
4031,1.574084581442524,0,-0.6843577587219684,-0.31316573137137915,1,0,0
6864,-0.7275215657545905,1,0.5804591560353272,-0.29174948692223507,1,0,0
6508,0.039680483311114303,0,0.36965633690911126,-0.31316573137137915,0,0,1
10062,-0.6422768936361789,1,-0.2627521204695365,-0.31316573137137915,0,1,1
10873,-0.5570322215177672,1,0.5804591560353272,-0.270333242473091,0,0,0
3370,-0.4717875493993556,1,-0.4735549395957524,-0.29174948692223507,0,0,1
3987,-0.8127662378730022,1,-0.2627521204695365,-0.31316573137137915,1,1,1
10838,-0.6422768936361789,1,-0.05194930134332058,-0.270333242473091,0,0,1
462,-0.6422768936361789,0,-0.6843577587219684,-0.31316573137137915,1,0,0
10533,0.6363931881399958,1,1.002064794287759,-0.29174948692223507,0,0,1
3838,1.574084581442524,0,-0.4735549395957524,-0.31316573137137915,1,0,0
5658,-1.1537449263466486,1,-0.6843577587219684,-0.31316573137137915,1,0,1
2320,-1.0685002542282371,1,-0.6843577587219684,-0.31316573137137915,0,0,1
9759,1.2331058929688774,0,-0.6843577587219684,-0.29174948692223507,1,1,1
10006,-1.2389895984650603,1,-0.6843577587219684,-0.31316573137137915,1,1,0
6932,-1.0685002542282371,1,-0.05194930134332058,2.7279409804070816,1,1,1
2410,-0.13080886092570898,0,-0.2627521204695365,-0.270333242473091,0,0,0
4629,1.744573925679347,1,-0.6843577587219684,0.3293216021029435,1,1,0
