index,label
4232,0.0
10202,0.0
358,0.0
4617,0.0
2898,1.0
10972,1.0
2634,0.0
880,1.0
5590,1.0
2054,1.0
5348,0.0
6521,0.0
4800,0.0
830,0.0
10956,1.0
5957,0.0
8857,1.0
3533,0.0
4631,0.0
2962,1.0
4675,0.0
6659,1.0
6173,1.0
2965,1.0
10007,1.0
9920,0.0
10035,1.0
3721,1.0
6487,1.0
6376,1.0
9159,0.0
6056,0.0
1024,1.0
7004,1.0
2442,0.0
5314,1.0
3357,1.0
8636,0.0
3294,0.0
5820,0.0
1240,1.0
4139,0.0
9540,0.0
3345,1.0
1470,0.0
4999,0.0
7327,1.0
3349,0.0
2182,0.0
2454,1.0
10292,1.0
2997,0.0
7519,1.0
3197,1.0
4835,1.0
8743,0.0
3991,1.0
9827,1.0
3323,0.0
10271,1.0
9381,1.0
3293,1.0
10550,1.0
5573,1.0
7729,1.0
2922,1.0
6552,0.0
9653,1.0
4444,1.0
8755,0.0
8638,0.0
7210,1.0
3703,1.0
266,1.0
5517,1.0
485,0.0
5875,0.0
2844,0.0
6203,1.0
9119,0.0
8789,1.0
10404,1.0
3631,1.0
2285,1.0
1872,1.0
685,0.0
967,0.0
9880,1.0
2029,1.0
2063,1.0
10194,0.0
10579,0.0
7310,1.0
5253,0.0
429,0.0
9197,0.0
7482,0.0
3906,0.0
417,1.0
1994,0.0
5832,1.0
3564,0.0
3539,1.0
1660,0.0
7214,0.0
9698,0.0
10389,1.0
4906,0.0
3304,1.0
6441,1.0
6717,1.0
8879,1.0
8218,1.0
8768,1.0
6034,0.0
2579,1.0
6393,0.0
4488,0.0
7871,0.0
7315,0.0
5216,0.0
8390,1.0
10617,0.0
5971,1.0
10618,0.0
6094,0.0
10646,0.0
6894,1.0
7960,0.0
1239,0.0
6910,0.0
6670,0.0
8136,0.0
664,1.0
7044,1.0
1625,0.0
812,1.0
2864,0.0
8090,0.0
4297,0.0
9875,0.0
5664,1.0
10219,0.0
10942,1.0
6260,0.0
9459,1.0
5508,1.0
8039,1.0
8114,0.0
8318,1.0
5458,0.0
1328,1.0
7768,1.0
1462,1.0
948,1.0
4183,1.0
264,0.0
8507,1.0
1615,1.0
3576,1.0
6447,1.0
2438,1.0
3145,0.0
4039,1.0
10964,1.0
1281,0.0
10697,0.0
6359,0.0
4307,1.0
4841,1.0
7459,0.0
5672,1.0
8264,0.0
10622,1.0
9167,1.0
3,0.0
246,1.0
2843,1.0
8048,1.0
10671,0.0
5735,0.0
8604,1.0
10894,1.0
5004,0.0
8104,1.0
4048,0.0
9706,1.0
2329,0.0
3404,1.0
557,0.0
6367,0.0
6885,0.0
9370,0.0
9725,1.0
10927,1.0
8590,1.0
10549,1.0
7109,1.0
8600,1.0
468,1.0
4647,1.0
7497,0.0
2793,1.0
5505,1.0
4311,0.0
7079,1.0
3865,1.0
4663,0.0
7032,1.0
848,1.0
3546,1.0
10423,0.0
3629,0.0
7150,0.0
5891,1.0
