index,age,priors_count,length_of_stay,isMale,isCaucasian,c_charge_degree_F
2854,-0.30129820516253225,3.320895804676134,-0.31316573137137915,1,0,1
6064,-0.30129820516253225,-0.6843577587219684,-0.31316573137137915,0,1,0
7874,-0.7275215657545905,-0.4735549395957524,-0.29174948692223507,1,1,1
9659,-0.8127662378730022,-0.6843577587219684,-0.31316573137137915,1,0,0
656,-0.4717875493993556,-0.2627521204695365,-0.31316573137137915,1,0,1
9620,-1.324234270583472,-0.4735549395957524,-0.14183577577822645,1,1,1
7359,-1.1537449263466486,-0.4735549395957524,-0.31316573137137915,1,1,1
145,-1.2389895984650603,-0.6843577587219684,-0.31316573137137915,0,1,1
7932,-0.045564188807297346,-0.4735549395957524,-0.270333242473091,1,0,0
2044,-0.13080886092570898,-0.6843577587219684,-0.31316573137137915,1,0,0
7693,-1.2389895984650603,-0.2627521204695365,-0.09900328687993828,1,0,1
2530,-1.2389895984650603,-0.6843577587219684,-0.29174948692223507,1,0,1
7572,1.3183505650872889,1.2128676134139749,-0.29174948692223507,1,1,0
1894,-0.6422768936361789,-0.6843577587219684,-0.270333242473091,1,0,0
8618,0.3806591717847609,-0.2627521204695365,-0.18466826467651465,0,0,1
3112,0.039680483311114303,-0.6843577587219684,-0.29174948692223507,1,0,1
10097,-0.8127662378730022,-0.05194930134332058,-0.20608450912565873,1,0,1
5121,-0.8127662378730022,-0.6843577587219684,-0.16325202022737056,1,0,0
4290,-0.4717875493993556,-0.4735549395957524,-0.31316573137137915,1,0,0
1000,-0.30129820516253225,4.1641070811809975,0.8647277133315457,1,0,1
6399,0.039680483311114303,0.36965633690911126,-0.31316573137137915,1,1,1
7772,-0.8980109099914138,-0.4735549395957524,-0.31316573137137915,1,0,1
7813,-0.7275215657545905,0.7912619751615431,-0.29174948692223507,1,0,1
1056,1.062616548732054,-0.2627521204695365,-0.270333242473091,1,1,1
4041,-0.5570322215177672,-0.4735549395957524,-0.31316573137137915,1,0,1
5985,2.597020646863464,-0.6843577587219684,-0.31316573137137915,1,1,0
4182,-0.21605353304412062,-0.6843577587219684,-0.16325202022737056,1,1,1
9064,-0.38654287728094394,0.7912619751615431,-0.31316573137137915,1,0,1
4236,0.039680483311114303,0.7912619751615431,-0.29174948692223507,1,0,1
1274,0.7216378602584075,-0.05194930134332058,-0.29174948692223507,1,0,1
8731,0.3806591717847609,-0.6843577587219684,-0.270333242473091,1,1,1
5984,-0.045564188807297346,0.15885351778289533,-0.31316573137137915,1,0,0
4310,-1.1537449263466486,-0.4735549395957524,-0.20608450912565873,1,1,1
597,-0.6422768936361789,1.8452760707926226,0.35073784655208756,1,0,1
8072,-0.9832555821098254,-0.2627521204695365,-0.29174948692223507,1,0,1
7243,-0.6422768936361789,-0.2627521204695365,-0.31316573137137915,1,0,0
8120,0.2101698275479376,1.8452760707926226,0.8004789799841135,1,0,0
648,1.9150632699161705,-0.4735549395957524,0.22224037985722306,1,0,1
10125,1.3183505650872889,0.36965633690911126,-0.2489169980239469,1,0,1
5160,0.12492515542952594,1.6344732516664067,-0.31316573137137915,1,0,1
1820,1.4888399093241123,-0.05194930134332058,-0.31316573137137915,1,0,1
4767,0.3806591717847609,-0.05194930134332058,-0.31316573137137915,1,1,1
9462,1.3183505650872889,-0.4735549395957524,0.5434840465943844,1,1,0
9085,-0.7275215657545905,-0.2627521204695365,-0.31316573137137915,1,1,1
